id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,municipality
356055,US-7066,medium_airport,Love spells that work Using Powerful Love Spells-call+27685029687,-0.000117,-0.000269,,US,US-KY,
313932,US-0267,closed,Morse Field,18.9163,-155.6773,40,US,US-HI,South Point
336027,US-1592,closed,Kahuku Airstrip,19.067102,-155.682621,,US,US-HI,Naalehu
336026,US-1591,closed,Naalehu Airstrip,19.07604,-155.574528,,US,US-HI,Naalehu
17635,HI25,small_airport,Kaalaiki Airstrip,19.122507,-155.578398,1964,US,US-HI,Naalehu
17637,HI28,small_airport,Pahala Airstrip,19.215392,-155.468559,1195,US,US-HI,Pahala
17638,HI29,closed,Upper Paauau Airport,19.227478,-155.506234,2600,US,US-HI,Pahala
17647,HI52,heliport,Rainshed Heliport,19.433268,-155.25991,4000,US,US-HI,Volcano Village
336025,US-1590,closed,Pahoa Airstrip,19.51612,-154.96268,,US,US-HI,Pahoa
341377,US-3202,heliport,Kona Community Hospital Helipad,19.52057,-155.91694,,US,US-HI,Kealakekua
17633,HI23,small_airport,Mountain View Airstrip,19.546359,-155.108116,1500,US,US-HI,Mountain View
313931,US-0266,closed,Old Kona Airport,19.6448,-156.0114,8,US,US-HI,Kailua-Kona
17626,HI04,heliport,Hilo Medical Center Heliport,19.718464,-155.114422,487,US,US-HI,Hilo
337666,US-2060,closed,Ho'olulu Park Landing Field,19.71873,-155.06912,13,US,US-HI,Hilo
5457,PHTO,medium_airport,Hilo International Airport,19.721399,-155.048004,38,US,US-HI,Hilo
309370,US-0224,small_airport,Pohakuloa Training Area Airstrip,19.726675,-155.524542,,US,US-HI,Waimea (Kamuela)
344633,US-4131,closed,Radio Bay Seaplane Base,19.7344,-155.05567,,US,US-HI,Hilo
5448,PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,47,US,US-HI,Kailua-Kona
336038,US-1593,closed,Hilo Bay Seaplane Anchorage,19.741667,-155.066666,0,US,US-HI,Hilo
5456,PHSF,small_airport,Bradshaw Army Airfield,19.760099,-155.554001,6190,US,US-HI,Waimea (Kamuela)
17639,HI31,closed,Mauna Kea-Honolii Airport,19.764024,-155.139525,1400,US,US-HI,Papaikou
17631,HI13,closed,Puu Waa Waa Ranch Airport,19.792041,-155.848041,2250,US,US-HI,Kailua-Kona
336022,US-1587,closed,Kona Village Resort Airport,19.83247,-155.981666,,US,US-HI,Kailua-Kona
6536,00HI,heliport,Kaupulehu Heliport,19.832881,-155.978347,43,US,US-HI,Kailua-Kona
17640,HI32,small_airport,Pepeekeo Airstrip,19.846582,-155.106872,675,US,US-HI,Pepeekeo
17624,HI02,closed,Peleau Airport,19.902201,-155.16601,1088,US,US-HI,Hakalau
325704,US-0764,closed,Waikoloa Air Strip,19.918787,-155.863337,,US,US-HI,Waikoloa Village
17628,HI07,heliport,Waikoloa Heliport,19.920546,-155.860628,119,US,US-HI,Waikoloa Village
325703,US-0763,heliport,South Kohala Fire Station Heliport,19.946485,-155.834506,128,US,US-HI,Waikoloa Village
336024,US-1589,closed,Waipunalei Airstrip,19.982666,-155.269518,,US,US-HI,Laupahoehoe
5451,PHMU,medium_airport,Waimea Kohala Airport,20.001301,-155.667999,2671,US,US-HI,Waimea (Kamuela)
336023,US-1588,closed,Old Waimea-Kamuela Airport / Bordelon Field,20.00479,-155.682702,2585,US,US-HI,Waimea (Kamuela)
355585,US-6940,heliport,Hapuna Heliport,20.005018,-155.795885,666,US,US-HI,Waimea (Kamuela)
17632,HI18,heliport,Lucy Henriques Medical Center Heliport,20.02174,-155.663466,2707,US,US-HI,Waimea (Kamuela)
17636,HI27,small_airport,Upper Paauilo Airstrip,20.028196,-155.388162,1520,US,US-HI,Paauilo
17627,HI05,small_airport,Honokaa Airstrip,20.083599,-155.501999,1440,US,US-HI,Honokaa
5458,PHUP,small_airport,Upolu Airport,20.265301,-155.860001,96,US,US-HI,Hawi
339337,US-2682,heliport,LZ Squid Helipad,20.50918,-156.67287,,US,US-HI,Kaho'olawe
339338,US-2683,heliport,Honokanai'a South Helipad,20.50947,-156.68217,,US,US-HI,Kaho'olawe
337923,US-2149,heliport,Honokanai'a Helipad,20.51558,-156.68153,,US,US-HI,Kahoʻolawe
337922,US-2148,heliport,Pu'ukahua Helipad,20.53844,-156.6341,,US,US-HI,Kahoʻolawe
339336,US-2681,heliport,Keālialalo Helipad,20.54621,-156.64327,,US,US-HI,Kaho'olawe
337921,US-2147,heliport,Luamakika Helipad,20.56013,-156.57825,,US,US-HI,Kahoʻolawe
339339,US-2684,heliport,Kanapou Helipad,20.56031,-156.5656,,US,US-HI,Kaho'olawe
339335,US-2680,heliport,Moaulaiki Helipad,20.56446,-156.58529,,US,US-HI,Kaho'olawe
339334,US-2679,heliport,Kealialuna Helipad,20.57731,-156.57084,,US,US-HI,Kaho'olawe
339333,US-2678,heliport,Hakioawa Heliport,20.58758,-156.55753,,US,US-HI,Kaho'olawe
336827,US-1889,closed,Hamoa Airport,20.71814,-155.99068,,US,US-HI,Hana
325489,US-0719,heliport,Manele Heliport,20.745933,-156.913039,475,US,US-HI,Lanai
5454,PHNY,medium_airport,Lanai Airport,20.785675,-156.951324,1308,US,US-HI,Lanai City
336829,US-1891,closed,Maalaea Airport,20.79232,-156.51127,,US,US-HI,Wailuku
5444,PHHN,medium_airport,Hana Airport,20.795601,-156.014008,78,US,US-HI,Hana
336828,US-1890,closed,Maui (Puunene) Airport,20.8129,-156.45755,,US,US-HI,Kihei
343723,US-3800,heliport,Puunene National Guard Heliport,20.81854,-156.46555,72,US,US-HI,Kihei
325441,HI06,closed,Koele Heliport,20.840227,-156.920986,1756,US,US-HI,Lanai
334894,22HI,heliport,Maui Memorial Medical Heliport,20.885242,-156.490352,,US,US-HI,Wailuku
336840,US-1902,heliport,Kahului Heliport,20.88901,-156.43386,,US,US-HI,Kahului
5455,PHOG,medium_airport,Kahului Airport,20.898543,-156.431212,54,US,US-HI,Kahului
17646,HI50,heliport,Hyatt Regency Maui Hotel Heliport,20.912204,-156.691287,102,US,US-HI,Lahaina
313934,PHKP,closed,Kaanapali Airport,20.945,-156.69,3,US,US-HI,Lahaina
5446,PHJH,medium_airport,Kapalua Airport,20.9629,-156.673004,256,US,US-HI,Lahaina
346007,US-4657,closed,Pūko‘o Airport,21.07222,-156.79892,12,US,US-HI,Kaunakakai
15607,99HI,heliport,Kawela Farm Heliport,21.079367,-156.97007,450,US,US-HI,Kaunakakai
345303,18HI,small_airport,Brandt Field,21.137026,-156.734498,685,US,US-HI,Port Saint Joe
17645,HI49,small_airport,Panda Airport,21.148991,-157.258432,250,US,US-HI,Kaunakakai
5450,PHMK,medium_airport,Molokai Airport,21.152901,-157.095993,454,US,US-HI,Kaunakakai
21732,PHLU,small_airport,Kalaupapa Airport,21.211,-156.973999,24,US,US-HI,Kalaupapa
351917,US-6383,heliport,Diamond Head Heliport,21.26357,-157.80314,292,US,US-HI,Honolulu
344634,US-4132,closed,Ala Wai Heliport,21.28232,-157.84092,,US,US-HI,Honolulu
17629,HI09,heliport,Honolulu Municipal Building Heliport,21.304213,-157.854802,231,US,US-HI,Honolulu
5447,PHJR,medium_airport,Kalaeloa Airport,21.3074,-158.070009,30,US,US-HI,Kapolei
17642,HI38,heliport,The Queen's Medical Center Heliport,21.308197,-157.853645,102,US,US-HI,Honolulu
336841,US-1903,heliport,Seabase Pier Helipad,21.3173,-157.91312,,US,US-HI,Honolulu
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,US,US-HI,Honolulu
17643,HI40,heliport,Kuakini Medical Center Heliport,21.32111,-157.85669,175,US,US-HI,Honolulu
343882,US-3890,closed,Marine Corps Air Station Ewa,21.32539,-158.04518,,US,US-HI,Ewa Beach
343877,US-3889,closed,Murray-Air Kapolei Airport,21.32888,-158.06051,,US,US-HI,Kapolei
335883,PHIK,medium_airport,Hickam Air Force Base,21.335278,-157.948333,13,US,US-HI,Honolulu
6650,02HI,heliport,K3 Helipad Heliport,21.35839,-157.94789,9,US,US-HI,Honolulu
343883,US-3891,closed,Waipi'o Peninsula Naval Reservation Airfield,21.36043,-157.98687,,US,US-HI,Waipahu
341375,US-3200,heliport,Spark M Matsunaga VA Medical Center Helipad,21.3622,-157.88626,,US,US-HI,Honolulu
23310,PHNP,small_airport,Ford Island Naval Auxiliary Landing Field,21.362946,-157.961784,18,US,US-HI,Honolulu
17649,HI55,heliport,Moanalua Medical Center Heliport,21.3641,-157.899002,18,US,US-HI,Honolulu
302039,BLW,closed,Bellows AFS (Bellows Field),21.370833,-157.713887,5,US,US-HI,Waimanalo
341374,US-3199,heliport,Queen's Medical Center West Oahu Helipad,21.37319,-158.02663,,US,US-HI,Ewa Beach
341376,US-3201,heliport,Adventist Health Castle Helipad,21.37957,-157.75815,,US,US-HI,Kailua
351911,US-6377,heliport,Camp Smith Heliport,21.38869,-157.90035,817,US,US-HI,Aiea
17634,HI24,heliport,Heco-Waiau Heliport,21.3908,-157.964996,6,US,US-HI,Honolulu
351914,US-6380,heliport,Nanakuli Heliport,21.42541,-158.1346,138,US,US-HI,Waianae
341371,US-3197,closed,Kailua Sky Ranch,21.42779,-157.74784,,US,US-HI,Kailua
337705,US-2080,closed,Kipapa Field,21.44348,-158.02668,,US,US-HI,Mililani
5452,PHNG,medium_airport,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.4505,-157.768005,24,US,US-HI,Kaneohe
341372,US-3198,closed,Waiele Gulch Army Airfield,21.47129,-158.04155,,US,US-HI,Wahiawa
5443,PHHI,small_airport,Wheeler Army Airfield,21.481637,-158.037048,837,US,US-HI,Wahiawa
341370,US-3196,closed,Stanley Field,21.48401,-158.01358,,US,US-HI,Mililani
337667,US-2061,closed,Kualoa Army Airfield,21.51919,-157.83686,3,US,US-HI,Kaneohe
17650,HI56,closed,Kualoa Ranch Heliport,21.520605,-157.841981,125,US,US-HI,Kaneohe
351916,US-6382,heliport,Makua Upper Heliport,21.52928,-158.21626,223,US,US-HI,Waialua
351915,US-6381,heliport,Makua Lower Heliport,21.52936,-158.22585,23,US,US-HI,Waialua
352356,US-6434,closed,Kaena Point Satellite Tracking Station Heliport,21.56202,-158.24123,1286,US,US-HI,Waialua
5442,PHDH,small_airport,Dillingham Airfield,21.5795,-158.197006,14,US,US-HI,Mokuleia
336159,US-1657,closed,Haleiwa Airfield,21.603853,-158.103819,,US,US-HI,Haleiwa
17651,HI57,heliport,Kahuku Fire & Police Station Heliport,21.674228,-157.946414,11,US,US-HI,Kahuku
17630,HI12,closed,Kahuku Medical Center Heliport,21.676988,-157.955129,40,US,US-HI,Kahuku
17652,HI58,heliport,Turtle Bay Resort Heliport,21.703852,-157.995384,13,US,US-HI,Kahuku
341186,US-3192,closed,Kahuku Army Airfield / Kuilima Air Park,21.70753,-157.97196,,US,US-HI,Kahuku
24070,PHPA,small_airport,Port Allen Airport,21.8969,-159.602997,24,US,US-HI,Hanapepe
17644,HI46,small_airport,HI 23 (Puhi) Airstrip,21.944914,-159.439831,480,US,US-HI,Puhi
17641,HI33,small_airport,Haiku Airstrip,21.966071,-159.426963,385,US,US-HI,Lihue
5449,PHLI,medium_airport,Lihue Airport,21.976,-159.339005,153,US,US-HI,Lihue
337308,US-2005,closed,Kekaha Airstrip,21.976758,-159.744312,10,US,US-HI,Kekaha
338850,US-2500,heliport,Manawaiopuna Falls (Island Helicopters) Helipad,21.98762,-159.52756,,US,US-HI,Eleele
338849,US-2499,closed,Manawaiopuna Falls (Jurassic Park) Helipad,21.9879,-159.52606,,US,US-HI,Eleele
5441,PHBK,medium_airport,Barking Sands Airport,22.0228,-159.785004,23,US,US-HI,Kekaha
17625,HI03,small_airport,Hanamaulu Airstrip,22.041896,-159.388746,404,US,US-HI,Hanamaulu
338852,US-2502,heliport,Makaha Ridge Heliport,22.13063,-159.72739,,US,US-HI,Waimea
338851,US-2501,closed,Kealia Landing Strip,22.130698,-159.338118,,US,US-HI,Kapaa
17648,HI53,heliport,Kalalau Beach Heliport,22.17451,-159.655375,10,US,US-HI,Haena
17623,HI01,small_airport,Princeville Airport,22.209313,-159.44515,344,US,US-HI,Hanalei
17621,PHHF,small_airport,French Frigate Shoals Airport,23.869328,-166.285829,6,US,US-HI,Tern Island
3522,KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,3,US,US-FL,Key West
336100,US-1632,heliport,Naval Air Station Key West Trumbo Point Heliport,24.565313,-81.79323,,US,US-FL,Key West
347471,US-5090,closed,Trumbo Point Seaplane Base,24.56661,-81.79347,,US,US-FL,Key West
341599,US-3272,heliport,Key West Marriott Beachside Helipad,24.57071,-81.75198,,US,US-FL,Key West
3738,KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,6,US,US-FL,Key West
347472,US-5091,heliport,Monroe County Sheriff's Department Heliport,24.57792,-81.7524,3,US,US-FL,Key West
341600,US-3273,seaplane_base,Gulf of Mexico Seaplane Base,24.58069,-81.75175,,US,US-FL,Key West
14094,7FA0,heliport,Lower Keys Medical Center Heliport,24.58151,-81.742117,5,US,US-FL,Key West
336099,US-1631,heliport,Dry Tortugas (South Coaling Dock) Helipad,24.626352,-82.873277,3,US,US-FL,Key West
335116,US-1493,seaplane_base,Dry Tortugas Seaplane Base,24.626836,-82.871925,,US,US-FL,Key West
14095,7FA1,small_airport,Sugar Loaf Shores Airport,24.648938,-81.578357,4,US,US-FL,Key West
17322,FD51,small_airport,Summerland Key Cove Airport,24.658796,-81.445341,4,US,US-FL,Summerland Key
347478,US-5094,heliport,Summerland Key Private Helipad,24.66167,-81.45564,3,US,US-FL,Summerland Key
347475,US-5092,heliport,East Sister Rock Island Private Helipad,24.687178,-81.074767,6,US,US-FL,Marathon
338797,US-2458,heliport,Cudjoe Key Helipad,24.69567,-81.50429,4,US,US-FL,Cudjoe Key
338796,US-2457,balloonport,Cudjoe Key South TARS Site,24.69609,-81.50449,4,US,US-FL,Cudjoe Key
336101,US-1633,closed,Ed Barry's Airstrip,24.6961,-81.3496,,US,US-FL,Big Pine Key
338798,US-2459,balloonport,Cudjoe Key North TARS Site,24.70094,-81.5061,4,US,US-FL,Cudjoe Key
7660,10FL,heliport,Fishermen's Hospital Emergency Helistop,24.71039963,-81.09449768,5,US,US-FL,Marathon
20564,KMTH,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,5,US,US-FL,Marathon
9387,2FD5,heliport,Adventure Island Heliport,24.73430061,-81.01869965,3,US,US-FL,Marathon
17263,FA75,closed,Flying Bonefish Seaplane Base,24.768498,-80.946198,,US,US-FL,Marathon
336102,US-1634,closed,Matecumbe Key Airport,24.85973,-80.72728,,US,US-FL,Islamorada
17199,FA05,seaplane_base,Holiday Isle Seaplane Base,24.93490028,-80.60089874,,US,US-FL,Islamorada
10992,42FL,seaplane_base,Plantation Key Seaplane Base,24.97120094,-80.59559631,,US,US-FL,Marathon
17268,FA81,small_airport,Tavernaero Park Airport,25.004848,-80.533279,10,US,US-FL,Tavernier
17276,FD05,heliport,Mariners Hospital Heliport,25.00693,-80.52233,9,US,US-FL,Tavernier
313342,KYL,closed,Port Largo Airport,25.09334,-80.42992,4,US,US-FL,Key Largo
347470,US-5089,heliport,Key Largo Bay Marriott Beach Resort Helipad,25.14228,-80.39992,3,US,US-FL,Key Largo
6924,07FA,small_airport,Ocean Reef Club Airport,25.3253994,-80.27480316,8,US,US-FL,Key Largo
347476,US-5093,heliport,Pumpkin Key Private Helipad,25.32602,-80.2952,5,US,US-FL,Key Largo
344957,US-4264,closed,US Naval Reservation Homestead Heliport,25.37271,-80.42719,2,US,US-FL,Homestead
342440,US-3386,heliport,F P & L Turkey Point Helistop,25.430243,-80.339053,4,US,US-FL,Florida City
17288,FD17,heliport,Motorsports Complex VIP Heliport,25.448601,-80.410004,6,US,US-FL,Homestead
17305,FD34,heliport,Motorsports Complex EMS Heliport,25.453985,-80.407115,6,US,US-FL,Homestead
350039,US-5843,closed,Pitts Aviation Airport,25.47335,-80.53384,6,US,US-FL,Miami
347484,US-5097,closed,Homestead Municipal Airport,25.475,-80.465,6,US,US-FL,Homestead
342133,US-3300,heliport,Baptist Health South Florida Helipad,25.48061,-80.43147,7,US,US-FL,Homestead
3593,KHST,medium_airport,Homestead ARB Airport,25.48859978,-80.38359833,5,US,US-FL,Homestead
21403,KX51,small_airport,Miami Homestead General Aviation Airport,25.499201,-80.554296,7,US,US-FL,Homestead
11404,4FD3,small_airport,The Wright Place STOLport,25.51530075,-80.5134964,13,US,US-FL,Homestead
343848,US-3874,closed,Grove Airport,25.54609,-80.4985,9,US,US-FL,Homestead
13966,78FD,small_airport,Mac's Field,25.54649925,-80.46559906,16,US,US-FL,Homestead
17401,FL31,small_airport,Mjd STOLport,25.55459976,-80.55390167,6,US,US-FL,Miami
6760,04FA,small_airport,Richards Field,25.55870056,-80.51509857,9,US,US-FL,Homestead
347489,US-5102,closed,Davis Airport,25.5619,-80.45573,11,US,US-FL,Miami
17237,FA47,heliport,South Dade Community Health Center Heliport,25.5659008,-80.3506012,7,US,US-FL,Homestead
7875,14FA,small_airport,Burrs Strip,25.568621,-80.398822,10,US,US-FL,Miami
347537,US-5108,closed,Lain-Matthews Airport,25.57608,-80.52894,5,US,US-FL,Miami
7705,11FA,small_airport,B & L Farms Airport,25.582892,-80.498993,9,US,US-FL,Homestead
347538,US-5109,closed,Tom Werner Airport,25.58454,-80.45392,6,US,US-FL,Miami
337497,US-2010,closed,Kendall Gliderport,25.60369,-80.58518,7,US,US-FL,Miami
329926,US-1041,closed,Miami Gliderport Landing Strip,25.608162,-80.474778,7,US,US-FL,Homestead
347487,US-5100,closed,Naval Air Station Richmond,25.61448,-80.3971,12,US,US-FL,Miami
17225,FA35,small_airport,Lindbergh's Landing Airport,25.61949921,-80.48870087,9,US,US-FL,Miami
347488,US-5101,heliport,US Coast Guard Miami Communication Station Heliport,25.62158,-80.38941,8,US,US-FL,Miami
344089,US-3918,heliport,Jackson South Medical Center Heliport,25.62993,-80.3442,42,US,US-FL,Miami
347486,US-5099,closed,Chapman Field,25.63856,-80.29169,3,US,US-FL,Miami
21204,KTMB,medium_airport,Miami Executive Airport,25.6479,-80.4328,8,US,US-FL,Miami
347481,US-5095,closed,Compton Flying C Ranch Airport,25.65525,-80.34888,8,US,US-FL,Miami
15691,9FA8,heliport,Baptist Hospital Heliport,25.66699982,-80.33309937,15,US,US-FL,Miami
347485,US-5098,closed,Brown's Airport / Aero Country Club,25.66972,-80.31205,6,US,US-FL,Miami
338219,US-2197,heliport,Baptist Hospital Heliport,25.685037,-80.33761,,US,US-FL,Miami
343794,US-3837,closed,Richard Nixon Presidential Helipad,25.69175,-80.17505,,US,US-FL,Key Biscayne
9376,2FA0,heliport,Kendall District Station Heliport,25.69569969,-80.38140106,60,US,US-FL,Miami
342134,US-3309,heliport,Kendall Regional Medical Center Heliport,25.7303,-80.3859,55,US,US-FL,Miami
342357,US-3347,heliport,Mercy Hospital Heliport,25.74001,-80.21234,4,US,US-FL,Miami
17264,FA76,heliport,Nicklaus Childrens Hospital Heliport,25.7409301,-80.294641,54,US,US-FL,Miami
345368,US-4438,closed,Old Tamiami Airport,25.75239,-80.37443,7,US,US-FL,Miami
17294,FD23,heliport,Fisher Island Heliport,25.76420021,-80.13870239,5,US,US-FL,Miami
17461,FL94,heliport,Florida Power & Light County Heliport,25.76823316,-80.34499235,107,US,US-FL,Miami
342111,US-3306,heliport,Miami Tower Helipad,25.77232,-80.19155,632,US,US-FL,Miami
342112,US-3307,heliport,One Biscayne Tower Helipad,25.77408,-80.18801,500,US,US-FL,Miami
26128,X44,seaplane_base,Miami Seaplane Base,25.77829933,-80.17030334,0,US,US-FL,Miami
12943,64FL,heliport,District Vi Heliport,25.78188352,-80.37752353,8,US,US-FL,Miami
334337,US-1285,heliport,1000 Museum Heliport,25.784189,-80.190046,709,US,US-FL,Miami
26129,X48,heliport,Miami Heliport,25.78610039,-80.17739868,7,US,US-FL,Miami
326559,US-0821,heliport,University of Miami Hospital Heliport,25.787777,-80.215555,90,US,US-FL,Miami
8281,1FD5,closed,Miami Herald Heliport,25.78816,-80.185769,102,US,US-FL,Miami
9047,25FA,heliport,Jackson Memorial Hospital Heliport,25.7929,-80.204803,53,US,US-FL,Miami
3685,KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,US,US-FL,Miami
345369,US-4439,closed,Pan American Field,25.8047,-80.27667,7,US,US-FL,Miami
13683,71FL,heliport,Miami Federal Reserve Bank Heliport,25.80739628,-80.34191251,9,US,US-FL,Miami
17460,FL93,heliport,Mount Sinai Medical Center Heliport,25.81450081,-80.1411972,6,US,US-FL,Miami Beach
7160,0FA0,heliport,Doral Resort & Country Club Heliport,25.81734,-80.340416,6,US,US-FL,Miami
8937,23FA,heliport,Doral Ocean Beach Resort Heliport,25.82570076,-80.12120056,6,US,US-FL,Miami Beach
17465,FL98,heliport,Kelly Tractor Company Heliport,25.826578,-80.333485,8,US,US-FL,Miami
17271,FD00,heliport,Dade County Mosquito Control Heliport,25.82733996,-80.34247845,7,US,US-FL,Medley
26122,X01,small_airport,Everglades Airpark,25.84869957,-81.39009857,5,US,US-FL,Everglades
17450,FL83,heliport,Wsvn Television Channel 7 Heliport,25.85040092,-80.15450287,4,US,US-FL,Miami
14099,7FD3,heliport,Central District Police Station Heliport,25.85320091,-80.24700165,36,US,US-FL,Hialeah
350032,US-5836,closed,Sunnyside Airport,25.85634,-80.21506,6,US,US-FL,Miami
15707,9FL7,small_airport,Oasis Ranger Station-U.S. Government Airport,25.8572998,-81.03450012,10,US,US-FL,Everglades City
350033,US-5837,closed,North Shore Medical Center Heliport,25.85872,-80.21344,5,US,US-FL,Miami
21206,KTNT,small_airport,Dade Collier Training and Transition Airport,25.86179924,-80.89700317,13,US,US-FL,Miami
350040,US-5844,closed,Miami Municipal Airport / Amelia Earhart Field,25.87734,-80.26377,8,US,US-FL,Hialeah
350041,US-5845,closed,Master Field,25.88045,-80.25117,8,US,US-FL,Miami
8276,1FA5,heliport,Palmetto General Hospital Heliport,25.88659402,-80.32660313,10,US,US-FL,Hialeah
355787,US-6966,heliport,Big Cypress National Preserve Heliport,25.89987,-81.32079,2,US,US-FL,Ochopee
3426,KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,22,US,US-TX,Brownsville
20757,KOPF,medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,8,US,US-FL,Miami
17454,FL87,heliport,Intra Coastal Police Sub-Station Heliport,25.91699982,-80.14980316,6,US,US-FL,North Miami Beach
355113,US-6886,heliport,FPL RMO Heliport,25.917292,-80.281606,49,US,US-FL,Miami Gardens
341161,US-3177,heliport,Valley Baptist Medical Center Brownsville Helipad,25.9177,-97.50918,,US,US-TX,Brownsville
14636,84FL,heliport,Capeletti Heliport,25.92539978,-80.29979706,7,US,US-FL,Hialeah
14513,80TX,closed,Resaca Airstrip,25.927082,-97.409048,20,US,US-TX,Brownsville
331625,US-0880,closed,Opa Locka West Airport,25.952481,-80.419152,8,US,US-FL,Miami
7164,0FD2,heliport,Hard Rock Stadium Heliport,25.960016,-80.237001,8,US,US-FL,Miami Gardens
6816,05FD,heliport,Aventura Heliport,25.96089935,-80.1391983,6,US,US-FL,North Miami Beach
342544,US-3423,closed,Mauldin Airport,25.96744,-97.51692,26,US,US-TX,Brownsville
17267,FA80,small_airport,Lost Horn Ranch Airport,25.96809959,-81.08149719,12,US,US-FL,Ochopee
341598,US-3271,heliport,Aventura Hospital and Medical Center Helipad,25.97052,-80.14527,164,US,US-FL,Aventura
9888,2XS0,heliport,Valley Regional Medical Center Helipad,25.977828,-97.515956,26,US,US-TX,Brownsville
17262,FA74,small_airport,Romor Ranch Airport,25.98089981,-81.05670166,12,US,US-FL,Ochopee
8289,1FL4,closed,NBC 6 (WTVJ) Heliport,25.986401,-80.353895,8,US,US-FL,Miramar
20521,KMKY,small_airport,Marco Island Executive Airport,25.995001,-81.672501,5,US,US-FL,Marco Island
340448,US-2998,closed,Hollywood Airpark / MacArthur Field,25.997811,-80.15043,,US,US-FL,Hollywood
20102,KHWO,small_airport,North Perry Airport,26.0012,-80.2407,8,US,US-FL,Hollywood
17213,FA21,heliport,Memorial Hospital West Helistop,26.01429939,-80.31140137,12,US,US-FL,Pembroke Pines
13928,77FD,heliport,Memorial Regional Hospital Heliport,26.01871065,-80.18131524,62,US,US-FL,Hollywood
350031,US-5835,heliport,US Border Patrol Brownsville Heliport,26.01953,-97.50814,21,US,US-TX,Brownsville
7984,16FA,small_airport,Little Deer Airport,26.03089905,-81.03869629,14,US,US-FL,Ochopee
340450,US-3000,closed,NOLF Davie / South Florida Airport,26.04,-80.23,,US,US-FL,Davie
17433,FL65,closed,Mac-Ivor & Friends Airstrip,26.0448,-80.373398,4,US,US-FL,Hollywood
345331,US-4417,heliport,Hollywood Helipad,26.045527,-80.215821,65,US,US-FL,Hollywood
17445,FL77,small_airport,Calusa Ranch Airport,26.05450058,-81.06780243,15,US,US-FL,Miles City
350371,US-5969,closed,Los Fresnos Airport,26.0626,-97.47362,35,US,US-TX,Los Fresnos
26208,XA83,closed,South Padre Island Heliport,26.070411,-97.15725,10,US,US-TX,South Padre Island
25172,TX57,heliport,US Coast Guard Station South Padre Island Heliport,26.07189,-97.163386,4,US,US-TX,South Padre Island
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,US,US-FL,Fort Lauderdale
14033,79TX,closed,Ag-Air Inc. Airport,26.073099,-97.537498,30,US,US-TX,Brownsville
347727,76FA,heliport,Davie Medical Center Helipad,26.077222,-80.250833,67,US,US-FL,Davie
17437,FL69,heliport,Grande Oaks Golf Club Heliport,26.07979965,-80.25479889,10,US,US-FL,Davie
340451,US-3001,closed,NOLF Forman / Fort Lauderdale-Davie Airport,26.08,-80.24,,US,US-FL,Fort Lauderdale
350361,US-5962,closed,San Pedro Ranch Airport,26.08156,-97.98466,73,US,US-TX,Weslaco
350573,US-6037,small_airport,Rio Dusters Airport,26.08293,-97.68157,49,US,US-TX,San Benito
25022,TS05,closed,Progreso Airport,26.0837,-97.950302,70,US,US-TX,Progreso
17284,FD13,heliport,Cleveland Clinic Florida Hospital Heliport,26.08889961,-80.36579895,8,US,US-FL,Weston
349907,US-5806,small_airport,Alamo Aerial Applicators Airport,26.09342,-98.11185,84,US,US-TX,Alamo
9386,2FD4,heliport,Port Everglades Heliport,26.09620094,-80.11370087,25,US,US-FL,Fort Lauderdale
45355,4FL7,heliport,Physicians Regional Med Ctr-Collier Blvd Heliport,26.101967,-81.735767,14,US,US-FL,Naples
13246,6FD8,heliport,Broward Health Medical Center Heliport,26.103359,-80.140462,27,US,US-FL,Fort Lauderdale
337501,US-2014,heliport,Laguna Vista Heliport,26.11271,-97.30817,11,US,US-TX,Laguna Vista
17227,FA37,small_airport,Wing South Airpark,26.11680031,-81.70310211,9,US,US-FL,Naples
17342,FD73,closed,Los Olas Center Heliport,26.1187,-80.138702,198,US,US-FL,Fort Lauderdale
17153,DT1,heliport,Downtown Fort Lauderdale Heliport,26.12050056,-80.14209747,114,US,US-FL,Fort Lauderdale
15367,92TA,small_airport,Drennan Farm Airport,26.12120056,-97.4280014,27,US,US-TX,Los Fresnos
354125,US-6810,heliport,HCA Florida Westside Hospital Heliport,26.123314,-80.260475,16,US,US-FL,Plantation
350574,US-6038,closed,Donna Dusting Service Airport,26.12338,-98.05786,73,US,US-TX,Donna
9915,30FD,heliport,City of Fort Lauderdale Heliport,26.12400055,-80.14420319,6,US,US-FL,Fort Lauderdale
17203,FA10,closed,BSO Public Safety Helistop,26.124546,-80.176543,8,US,US-FL,Fort Lauderdale
